Bedrijf;E-mail;Contact;Adres;Post;Gemeente;Telefoon;Standnr;Sector;groen;geel;rood;blauw
Luyckx nv;annelies.smits@luyckx.be;Annelies Smits;Abdijlaanˇ33;2960;Brecht;03 660 19 85;78;"Sinds 1952 staat Luyckx bekend als specialist in de distributie en service van machines voor de burgerlijke bouwkunde, goederenbehandeling en landbouw.
Luyckx verdeelt enkel topmerken en is een belangrijke referentie in de sector van constructies voor speciale toepassingen.
Naast een performant en modern bedrijf is Luyckx ook een familiebedrijf in hart en nieren. Onze bedrijfswaarden en -normen geven we door over de generaties heen. Alles bij Luyckx start bij de passie voor het vak, het zoeken naar en vinden van betrouwbare oplossingen en het streven naar de grootst mogelijke klantentevredenheid.";FALSE;FALSE;TRUE;FALSE
M2Q;jurgen.meheus@M2Q.be;JÅrgen Meheus;Veldkant ˇ33A;2550;Kontich;0477 24 31 32;151;"M2Q maakt deel uit van de Cronos Groep die ongeveer 5500 specialisten telt binnen de verschillende competence centers. Voor alles kan er binnen Cronos een oplossing worden gevonden.
Door de  vlakke organisatiestructuur binnen M2Q kunnen we snel reageren op uw vragen en u een vlotte service aanbieden waarbij steeds de nodige flexibiliteit aan de dag wordt gelegd. Wij zijn niet zomaar ÇÇn van de vele consultancy firma?s maar streven steeds naar het bereiken van een partnership met onze klanten. We denken niet in termen van ?wij? en ?zij? maar gaan SAMEN naar een voorgedefinieerd einddoel werken waarbij we alle mogelijke middelen aanwenden om aan uw wensen te voldoen.
We hebben bovendien een unieke samenwerking met Passwerk uitgebouwd als ÇÇn van de aandeelhouders.
Passwerk is een organisatie met sociaal oogmerk en profileert zich uitdrukkelijk als een bedrijf met test engineers met een autismespectrumstoornis. Samen met Passwerk willen wij er mede voor zorgen dat mensen met autismestoornissen een plaats krijgen in het economisch maatschappelijk gebeuren. Zij hebben immers bepaalde skills en accuraatheidsniveau?s die vooral bij het testen een bijzondere toegevoegde waarde opleveren. Meer informatie op www.passwerk.be.
De ISO 9001:2015 is een norm die eisen stelt aan het kwaliteitsmanagementsysteem van onze firma en de manier waarop de organisatie met het kwaliteitsbeleid omgaat. Al onze processen zijn in kaart gebracht en werden geoptimaliseerd om te voldoen aan de iso-norm. Ieder jaar worden onze processen onderworpen aan een externe audit, zodat we zeker zijn dat ons processen blijven voldoen aan de vooropgestelde kwaliteitsnormen.
Alle M2Q medewerkers zijn ISTQB (International Software Testing Qualification Board) gecertificeerd.
Dit is de wereldwijde standaard voor certificering van softwaretesters die aantoont dat de nodige kennis en vaardigheden, nodig voor het software testen, aanwezig zijn.";FALSE;TRUE;FALSE;TRUE
Manuchar;stephanie.steels@manuchar.com;Stephanie Steels;Rietschoorvelden 20;2170;Antwerpen;03 640 92 66;150;"Entrepreneurial. Service Excellent. Diverse. Strong Teamplayers. That?s who we are today.
Manuchar is a global trading, logistics and distribution company, with headquarters in Antwerp.  Founded in 1880 as a Belgian family owned company, we offer an extended range of commodities and services with more than 140 locations around the world.
Do you dare to pick up the challenge? 
At Manuchar, we support you in developing your talents within an inspiring working environment. 
Find out more on our career site www.manuchar.com/careers";TRUE;TRUE;FALSE;TRUE
Manuport Logistics NV en Euroports Belgium NV;e.dekeyzer@manuport-logistics.be;Elke De Keyzer;Vosseschijnstraatˇ 59 - Haven 182;2030;Antwerpen;03 204 93 43;155;"Manuport Logistics NV 
Manuport Logistics offers a unique mix of logistics services in all kinds of transport modes: sea, inland waterways, road, rail and air transport. With our headquarters in the port of Antwerp we have an international network of offices worldwide: Miami, Hamburg, Brazil, Dubai, Singapore, etc. 
MPL is a fast-growing logistic partner, where ability to change, customer focus, flexibility and innovation are always top of mind. We try to actively stimulate entrepreneurship and ownership to develop the best logistics engineers forour customers. Together we face all challenges within a ?BE Different ? BE MPL? team.

Euroports Belgium NV 
Euroports is an international port-infrastructure company that develops, operates and manages global maritime supply-chain solutions for international customers in target industry sectors.
We operate and manage a network of port terminals in strategic locations across Europe and Asia.
We offer a range of value-added services, at both our own and our customers? terminals, and a broad portfolio of multi-modal freight forwarding services and solutions.
Our global, cutting-edge IT system allows our customers to track their orders, anywhere in the world.
All of our operations, at our terminals and elsewhere, are run by dedicated, professional teams with expertise in the industry sectors we serve.
We have built up an excellent track record, offering reliable solutions that help create sustainable value for our customers";TRUE;TRUE;TRUE;TRUE
Marsh Sa;sandrine.werckx@marsh.com;Jessica Hajjar;Hermann Debrouxlaan 2;1160;Auderghem;02 674 89 05;149;"Marsh, is in Belgiâ marktleider op gebied van verzekeringsmakelaardij en risicoadvies.
Een 350tal medewerkers verspreid over vijf kantoren - Brussel, Antwerpen, Luik, Aalst en Roeselare - staan klaar om u te helpen inzake risk management, risk consulting, onderhandelen van verzekeringspolissen, alternatieve risicofinanciering en diensten inzake het beheer van uw verzekeringsprogramma. Wij leveren deze diensten zowel aan bedrijven als aan verenigingen, professionele organisaties, publieke instellingen en particulieren.";TRUE;TRUE;FALSE;FALSE
Medialaan-De Persgroep;sharon.degens@medialaan.be;Sharon Degens;Medialaan ˇ1;1800;Vilvoorde;0499 77 23 51;156;"Sinds 1 januari 2019 bundelen MEDIALAAN en de Persgroep Publishing de krachten in ÇÇn mediabedrijf. 
Televisie, kranten, radio, magazines, telco & online services bouwen in dit nieuwe huis samen aan een creatief mediaverhaal op het ritme van de toekomst.
Het kloppend hart van de groep wordt gevormd door sterke mediamerken zoals VTM, Het Laatste Nieuws, Qmusic, Dag Allemaal, De Morgen, Humo, VTM NIEUWS,? 
Daarnaast vormen de online services (Vacature.com, Tweakers, Spaargids.be, mijnenergie.be en Livios) en de telco-activiteiten (Mobile Vikings en JIM Mobile) een groeiende tak binnen de organisatie.  
MEDIALAAN - de Persgroep Publishing is een leidende mediagroep in Vlaanderen die kijkers, surfers, lezers en luisteraars weet te raken met straffe verhalen, razendsnel nieuws en sprankelend entertainment.
We bereiken elke dag 8 op de 10 Vlamingen met nieuws, entertainment en mobile services.
35
unieke merken
4,6 miljoen
kijkers, lezers, surfers, luisteraars & gsm-gebruikers
1.800
werknemers";FALSE;FALSE;FALSE;FALSE
MIDES NV;annemie.decadt@mides.be;Annemie Decadt;Ardooisesteenwegˇ260;8800;Roeselare;0490 56 68 81;3;"MIDES is actief van ontwerp tot projectmanagement in alle diverse sectoren en voeren onze M'GINEERS de projecten hoofdzakelijk ter plaatse uit bij onze klanten die we liever business partners noemen.
Met meer dan 200 projectingenieurs voeren we technische projecten uit voor bedrijven die zelf niet over de nodige resources beschikken.
Ze hebben een achtergrond in uiteenlopende sectoren en specialisaties, zodat we onze klanten steeds het juiste profiel kunnen aanbieden.
Onze ambitie?
DÇ referentie zijn in het leveren van technische kennis en capaciteit op maat van uw project";FALSE;FALSE;TRUE;FALSE
Monitor HR Consulting;info@monitor.be;Danny Rombouts;Brouwerslaanˇ29;2110;Wijnegem;03 475 12 51;157;Monitor HR Consulting, met kantoren te Wijnegem, Hasselt en Gent, is gespecialiseerd in HR Consultancy. We staan onze klanten bij in het sourcen, werven en selecteren en adviseren hen met raad en daad in hun Talent Management (Assessment, Development, HR projecten, Coaching,?).;TRUE;TRUE;TRUE;TRUE
Motrac Handeling & Cleaning;jobs@motrac.be;Bruna Clabost;Noorderlaanˇ612;2030;Antwerpen;03 360 11 40;158;Motrac Handling & Cleaning (MH&C) is met zijn twee topmerken ? Linde en Tennant ? een toonaangevende speler in de markt van heftrucks, magazijntrucks en industriâle reinigingsmachines. Met een sterk team wordt voortdurend gewerkt aan oplossingen en een service op maat van de klant, zowel in Vlaanderen als in Walloniâ. Omwille van ons groeiend marktaandeel zijn we steeds op zoek naar versterking binnen onze verschillende teams. Surf zeker alvast naar;TRUE;FALSE;TRUE;FALSE
Movilitas;lesley.beeckman@movilitas.com;Lesley Beeckman;Kasteelhoekstraatˇ1;1820;Perk;0485 89 32 73;;;FALSE;FALSE;FALSE;FALSE
MULTI Engineering;tamara.vanmarcke@multi.engineering;Tamara Van Marcke;Orlaylaanˇ10;9140;Temse;03 369 36 63;159;"MULTI laat klanten succes boeken door flexibele engineering oplossingen te bieden.
Wij bedienen 3 markten: Industrie, Bouw & Infra alsook Maritiem & Offshore.
MULTI biedt service, expertise en capaciteit met 3 diensten:
/ Ontwerp- & Ingenieursbureau
/ Projectsourcing
/ Consultancy
Bij MULTI kom je terecht in een familiebedrijf dat al meer dan 20 jaar flexibele engineering diensten aanbiedt.
Wanneer je bij ons in dienst komt, kan je via projectsourcing aan de slag op locatie van ÇÇn van onze klanten, je
kan ook op ÇÇn van onze eigen ontwerp- en ingenieursbureaus meewerken aan engineering projecten in eigen
beheer en tot slot kan je ook op consultancy-opdrachten ingezet worden. Op al deze manieren kan ook jij mee
bouwen aan het succes van onze klanten.
Intern staat ons service team steeds klaar om te zorgen dat jij je talenten kan inzetten en ontwikkelen zodat je
met volle goesting uitdagende projecten kan helpen realiseren en mee bouwen aan de groei van MULTI.engineering";FALSE;FALSE;TRUE;FALSE
Nexios IT;JOBS@nexiosit.com;Ellen Demandt;Medialaanˇ36;1800;Vilvoorde;02 270 47 33;116;"Als Java en .NET specialist heeft Nexios IT in de laatste 12 jaar een sterk parcours afgelegd. Dankzij onze kwalitatief innoverende aanpak hebben we ons reeds meerdere keren bewezen als een gevestigde waarde in het consulting landschap. Vaak zijn onze engineers actief in een R&D context bij topbedrijven in diverse sectoren, zoals de financiâle sector, healthcare, logistiek, telecom, industrie,? en staan we aan de basis van de ontwikkeling van nieuwe software.
Om onze gestage groei verder te kunnen ondersteunen zijn wij steeds op zoek naar dynamische collega?s.";FALSE;FALSE;FALSE;FALSE
Next-ICT;marlies@next-ict.be;Marlies De Cock;Pres. Kennedypark ˇ8b;8500;Kortrijk;0472 33 35 82;118;"Next-ICT werd in 2008 opgericht door Wim Vervalle en Patrick Van Praet. Next-ICT is een IT-bedrijf dat uitsluitend professionele diensten levert aan de IT-markt door het plaatsen van IT-consultants bij andere informatica? of consultingbedrijven.
Van bij de oprichting waren de kernwoorden openheid, eerlijkheid en wederzijds respect centraal.  Door de informele structuren en communicatie kunnen mensen zich thuis voelen in een bedrijf en weten ze dat er geen verborgen agenda's binnen een bedrijf zijn. 
Dit geeft de zekerheid en het vertrouwen om een bedrijf verder op te bouwen. 
Ondertussen is Next-ICT uitgegroeid tot meer dan 80 werknemers.";FALSE;TRUE;FALSE;TRUE
OfficeTeam;antwerp@officeteam.be;Julie Colart;Jan Van Gebtstraat 1 bus 301;2000;Antwerpen;03 257 26 26;65;OfficeTeam maakt deel uit van de groep Robert Half en is dÇ specialist in tijdelijke functies binnen administratie, secretariaat en logistiek. Samen met jou zoeken onze consultants de opdracht die bij jou past: management assistant, receptionist, office manager, personal assistant en administratief assistent binnen logistiek en expeditie, op een commerciâle binnendienst, personeelsdienst, aankoop- of marketingafdeling.;TRUE;FALSE;FALSE;FALSE
OM Partners;ivanaert@ompartners.com;Iris Van Aert;Koralenhoeve ˇ23;2160;Wommelgem;03 350 17 29;119;"OM Partners is a software and consulting company that delivers advanced Supply Chain Planning Solutions. Since its creation in 1985, OM Partners has enjoyed steady growth. With annual sales revenues of 60 million euros and a workforce of over 500 people worldwide, OM Partners continues its expansion. We work from our head office in Belgium (Antwerp), affiliates in Drongen, Wavre and regional offices in the Netherlands, France, Germany, the UK, China, the USA, the UAE and Brazil.
Our customers include many of the largest companies in the world. The industries served include paper & packaging, metals, plastic, floor covering, glass, chemicals, pharmaceuticals, food & beverage, ? References are Johnson & Johnson, P&G, Michelin, Barry Callebaut, BASF and many more.
We have but one mission: to optimize our customer?s supply chain.";FALSE;TRUE;FALSE;TRUE
Ometa bvba;ˇterry.brosens@ometa.be;Terry Brosens;Uilenbaan ˇ59;2160;Wommelgem;03 289 10 20;122;Ometa is een softwarebedrijf gevestigd in Wommelgem, Antwerpen dat integratie software bouwt. Dit Ometa Framework wordt gebruikt om ERP, CRM of andere back-office applicaties te ontsluiten naar portaal technologie. Deze portaal technologie kan bijvoorbeeld SharePoint zijn. Door ERP, CRM of andere back-office applicaties naar SharePoint te ontsluiten, krijg je een totaaloverzicht van de context waar je rond werkt. Zien we in de achterliggende business applicatie een samenwerkingsmoment zoals een nieuw contractnummer, een nieuw business project ofwel een offerteaanvraag, dan wordt de SharePoint site automatisch opgestart, voorzien van de juiste functionaliteiten en worden de belanghebbende(n) uitgenodigd.;FALSE;TRUE;FALSE;TRUE
One On One;judith.dillen@one-on-one.be;Judith Dillen;Moerstraat 45;2970;'s Gravenwezel;0468 11 78 64;121;"One On One is headhunter voor grote internationale bedrijven in en rond de Antwerpse haven. Wij bieden onmiddellijk een vast contract onbepaalde duur bij de bedrijven aan.
Onze jobdomeinen: Logistiek en Maritiem, Techniek & Industrie, Office & HR, Sales, Management";TRUE;TRUE;TRUE;FALSE
Optis;keshia.niemegeerts@optis.be;Keshia Niemegeerts;Veldkantˇ33B;2550;Kontich;0479 27 61 49;162;"Optis is een jong en sterk groeiend bedrijf in Antwerpen (Kontich) dat deel uitmaakt van de Cronos groep (+5000 medewerkers). Naast consultancy, waar onze mensen door hun expertise het team van de klant versterken, realiseert Optis ook volledige projecten in opdracht van klanten onder onze verantwoordelijkheid en organisatie. 
Bij Optis ligt de focus op custom development met de nieuwste open technologiân Java/JEE, JavaScript, Mobile, Open Source, maar ook Cloud oplossingen en  kennis innovatie d.m.v. IoT, AI,  enz... ).";FALSE;FALSE;FALSE;TRUE
Organi;ybr@organi.be;Yana Broodhaers;Dynamicalaanˇ15;2610;Wilrijk;03 820 63 00;123;"Organi, gelegen in Wilrijk, is sinds 1977 een gevestigde waarde in de sector. We zijn een autonoom en Belgisch IT-bedrijf gespecialiseerd in sectorspecifieke totaaloplossingen: software, hardware en diensten. Bij ons ligt de focus op het verbeteren en automatiseren van bedrijfsprocessen in middelgrote ondernemingen. Onze klanten streven groei en efficiântie na en zijn actief in een van deze 4 sectoren: 
?	Handel & industrie
?	Accountancy & boekhouding
?	Logistiek & douane
?	Gerechtsdeurwaarderswereld 
Dankzij ons eigen R&D-team en investeringen in de juiste partnerships, blijven we op de hoogte van alle technologische ontwikkelingen. We denken namelijk graag mee met onze klanten over de uitdagingen van morgen.
Last but not least: de mensen binnen Organi zijn onze sterkste troef. Met een mix van ervaren experts en jeugdige enthousiastelingen zorgen we ondertussen met 84 werknemers voor onze meer dan 200 klanten!";TRUE;FALSE;FALSE;TRUE
OZ Groep ESV;anneleen.willems@oz.be;Anneleen Willems;Boomsesteenweg ˇ5;2610;Wilrijk;03 201 84 62;120;OZ als gezondheidsfonds verzekert niet alleen gezondheid voor iedereen, maar levert en promoot ook actief gezondheidsdiensten en -producten. Daarvoor rekenen we op meer dan 1.800 gedreven medewerkers die zich dagelijks inzetten voor meer dan 450.000 klanten. Dat doen ze vanuit onze hoofdzetels in Wilrijk en Brugge, of ÇÇn van onze 60 lokale kantoren. In een wereld in verandering is het uitdagend en inspirerend om mee vorm te geven aan het ziekenfonds van morgen. We veranderen de manier van werken en de manier waarop we in contact staan met onze klanten. En omdat onze klanten zo divers zijn, is het werk dat ook. Zo blijft het elke dag boeiend!;TRUE;TRUE;FALSE;TRUE
PDM Group;recruitment@pdm-group.com;Jelle Guldentops;Diamantstraat ˇ8;2200;Herentals;+31(0)43 358 64 00;124;"PDM is een expertisebureau. Wij zijn gespecialiseerd in de optimalisatie van productie-omgevingen, en in de ontwikkeling van technologie voor de complexe machinebouw.
Voor de proces en manufacturing industrie
Onze klanten zijn toonaangevende bedrijven uit de proces- en manufacturing (high tech) industrie in de Benelux en Duitsland.
Bijna 200 experts
Bij PDM werken bijna 200 project- en changemanagers, consultants, designers, maintenance en electromechanical engineers. Mannen en vrouwen, van junior tot senior. Voornamelijk met een technische achtergrond op Bachelor- en Masterniveau. Alle PDM'ers worden uitgedaagd zich voortdurend te ontwikkelen. Daartoe zijn verschillende mogelijkheden en een slim development-programma.";FALSE;FALSE;TRUE;FALSE
PEARLCHAIN;jobc@pearlchain.net;Sandra Van Woensel;Berchemstadionstraatˇ78;2600;Berchem;03 293 02 06;117;"PearlChain is een innovatief softwarebedrijf. Wij ontwikkelen onze eigen oplossing voor value chain integratie. Wij bieden een unieke oplossing die de business reality van onze klanten modelleert. Zo combineren we planning en uitvoering in real-time, en dat doorheen de hele waardeketen. 
PearlChain is een jong, groeiend bedrijf met een vlakke structuur. Wij zijn voortdurend op zoek naar enthousiaste nieuwe developers, analisten en modelleerders. Mensen die interesse hebben in technologie maken het verschil in ons kantoor in Berchem! Heb je interesse in JAVA, of juist een heel goed inzicht in bedrijfsprocessen en wil jij hÇt verschil maken? Kom ons dan zeker bezoeken op de jobbeurs! We will be waiting for you.";TRUE;FALSE;FALSE;TRUE
PeopleWare;saar_verwimp@peopleware.be;Saar Verwimp;Duwijckstraat 17;2500;Lier;03 488 33 38;163;"WIJ CRE”REN SOFTWARE WAAR JIJ VAN DROOMT!
Wij zijn bevlogen professionals die ongelooflijk gepassioneerd zijn door de realisatie van software projecten. Door onze jarenlange ervaring zijn we hier bijzonder goed in. Voor onze klanten willen we het beste: kwalitatief superieur werk, weldoordacht, heel gebruiksvriendelijk, robuust, snel en schaalbaar. Agile ontwikkelen zit in ons DNA.";FALSE;TRUE;FALSE;TRUE
Pfizer;Naomi.VanDenAbbeele@pfizer.com;Naomi Van Den Abbeele;Rijkswegˇ12;2870;Puurs;0471 63 75 44;139;Productie van farmaceutische geneesmiddelen.;FALSE;FALSE;TRUE;FALSE
Planet Talent;emilie.vandriessche@planet-talent.com;Emilie Van Driessche;Frank Van Dyckelaanˇ7B;9140;Temse;0484 29 62 09;191;"De traineeships van Planet Talent stomen hooggeschoolde starters klaar voor de toekomst. Jij kiest in welke track je wil groeien: IT development, IT infrastructuur, Business & IT, Sales of Management. En wij matchen jou met een uitdagende opdracht bij ÇÇn van onze klanten. Terwijl je on the job en tijdens verschillende trainingen je hard skills aanscherpt, focus je in onze Impact AcadeME op het ontwikkelen van je soft skills.  
Onze consultants, topstarters genaamd, gaan voor blijvende impact. Want onze klanten verwachten niets minder. Work hard, play hard! Bij Planet Talent is je job graag doen minstens even belangrijk als er succesvol in zijn. En dat merk je: tijdens bootcamps, workshops en andere events staat alles in teken van kennis delen en je samen amuseren.  
Bekijk de verschillende traineeships op www.planet-talent.com en ontdek met welke grote en kleine bedrijven wij samenwerken.";FALSE;FALSE;FALSE;TRUE
Progress HR.;goedele.delarue@progress-hr.be;Goedele Delarue;Adolf Mortelmansstraat  4;2160;Wommelgem;03 600 17 14;190;"Progress HR is een recruteringskantoor dat zich richt op young potentials met een expertise binnen Sales & Customer Service, HR, Finance, Engineering, ICT en Logistics. 
Je start bij ons onmiddellijk met een vast contract, ofwel als projectconsultant bij Progress HR ofwel bij onmiddellijk vast bij onze klant.";TRUE;TRUE;TRUE;TRUE
Proximus;anne-marie.schrevens@proximus.com;Anne-Marie Schrevens;Koning Albert II laan ˇ27;1030;Brussel;02 202 98 35;189;"We open up a world of digital opportunities, so people live better and work smarter.
As a digital service provider, it is our ambition to bring new technologies in an easy way to our customers and improving their lives and work environment. We want to favor a new digital eco-system, open to partnerships and collaboration with new emerging players and offer our customers access to new technologies and their benefits in an easy and customer friendly way. It?s by means of new application-led and service-oriented solutions that customers will experience the true meaning of our customer centricity mission.
Your profile and our job opportunities. Are you a digital native with a passion for ICT? Then you might be one of the Young professionals we?re looking for!
* Proximus Management Trainee 
* Junior Project Manager 
* Pre-Sales Officer Security 
* IT Analyst (agile) 
* Junior Mobile Data Core Solution Engineer 
* Junior Network Engineer 
* Junior Orchestration Engineer 
* Junior Quality & Support Engineer
* Proximus TV Junior Business Analyst
* RPA Developer 
* Security Engineer
* Software Engineer Web Applications

JOIN OUR MANAGEMENT TRAINEE PROGRAM and become one of our future leaders. You are a young master, with a digital mindset and a passion for innovation, eager to become the leader of tomorrow. We offer 3 challenging strategic assignments of 8 months in different business units and extensive development, exposure and networking opportunities.
JOIN OUR YOUNG PROFESSIONAL PROGRAM and become one of our future experts. You are a young bachelor or master with up to 2 years of experience with a digital & innovative mindset, eager to create the solutions of tomorrow.
We offer a challenging job with extensive development, exposure and support to become a go-to expert in a highly innovative and flexible environment.
Join us at proximus.com/jobs";TRUE;TRUE;TRUE;TRUE
PSA Antwerp;valerie.pauwels@globalpsa.com of jan.diels@globalpsa.com;Jan Diels/Valerie Pauwels;Napelsstraat ˇ79;2000;Antwerpen;03 260 61 69 of 03 260 61 66;192;"PSA Antwerp is gespecialiseerd in containerbehandeling en is dÇ toegangspoort voor containervervoer naar Europa. PSA baat 3 containerterminals uit in de haven van Antwerpen: MSC PSA European Terminal (MPET) aan het Deurganck dok, de Noordzee en de Europa Terminal. Ruim 80% van de containers die Antwerpen aandoen, passeert via ons. Dagelijks staan meer dan 2.600 personeelsleden klaar om ervoor te zorgen dat duizenden containers vlot op weg zijn naar hun bestemming. 

Bij PSA, een wereldleider in zijn sector, kom je terecht in een ambitieuze, beloftevolle groei-omgeving waar je kan rekenen op een professionele ondersteuning, een aangepaste verloning aangevuld met extra-legale voordelen en opleidingen.  Kortom,  een wereld die constant in beweging is!";FALSE;FALSE;FALSE;FALSE
PwC Belgium;lauranne.la.rose@pwc.com;Lauranne La Rose;Woluwedalˇ18;1932;Brussels;0473 64 53 32;188;"Are you collaborative, caring and daring? Passionate about delivering top-notch services in a digital environment? If this sounds like you, read on!
At PwC, you?ll be part of a global professional services provider in Audit, Tax, Legal, Deals and Consulting, serving a wide range of fascinating industries and clients. We?re 250,000 people in 158 countries, including over 1,700 in Belgium. Our purpose is to build trust in society and solve important problems. 
We?ll guide you every step of the way on your professional journey and provide you with unlimited opportunities for growth and development. 
Discover where your talent can take you! Visit www.careers.pwc.be now for more info.";TRUE;FALSE;TRUE;TRUE
Qframe;marijke.walgraeve@qframe.be;Marijke Walgraeve;Veldkantˇ33 a;2550;Kontich;0479 37 46 82;161;"Qframe focust zich op het maken van kwalitatieve software met behulp van de .NET technologie. Het opzet is hier geen pure IT consultancy maar een integrale projectaanpak met Qframe teams waarbij we een project van A tot Z opnemen en alle rollen hieraan verbonden; gaande van projectverantwoordelijke, technisch architect, developers, tot tester zelf invullen.  
Qframe is daarnaast ook lid van de Cronos groep, een meer dan 4000-man sterke groep van ICT-bedrijven ontstaan rond het moederbedrijf Cronos.";FALSE;FALSE;FALSE;FALSE
Randstad Belgium;joren.coene@randstad.be;Joren Coene;Groenkerkhofstraat 2;2000;Antwerpen;0474 22 06 25;160;"?Wat doe jij morgen?

Heb je daar al bij stilgestaan? Sta je dan waar je nu staat? Welke nieuwigheden en
spannende kansen liggen er op je te wachten? Bij Randstad willen we met jou over
jouw werk nu en in de toekomst spreken: waar kunnen we je mee helpen, welke
richting wil je uit met je job, welke opleidingen heb je nodig om helemaal future-
proof te blijven...allemaal vragen waarop we graag samen met jou naar een
antwoord zoeken. Want wij zijn er meer dan ooit van overtuigd dat jij het verschil zal
blijven maken, vandaag Çn morgen?";FALSE;FALSE;FALSE;FALSE
Realdolmen;bernard.ghaye@realdolmen.com;Bernard Ghaye;A. Vaucampslaanˇ42;1654;Huizingen;0473 31 30 31;187;"Realdolmen, a GFI Group company, is one of the biggest ICT experts in Belgium. With around 1,600 highly trained employees, we provide services to over 1,000 customers in Benelux. 
Realdolmen is a no-nonsense, solid, stable and experienced company with great in-house knowledge and expertise, but we also put out employees first: every individual receives the attention they need. ?Heart for People? is more than just words for us ? it?s one of our very core values.
The Realdolmen acADDemICT Junior Track is a unique program for young graduates. The term acADDemICT refers to young graduates with a strong passion for ICT and who are interested in lifelong learning.";TRUE;TRUE;TRUE;TRUE
Reditech Engineering;joyce.de.leeuw@reditech.be;Joyce De Leeuw;Woestijnstraatˇ37a;2880;Bornem;03 711 32 93;164;"?Als internationale speler met sterke Belgische roots, helpt Reditech lokale bedrijven marktbepalend te zijn. Inzicht in de prestaties en efficiântie van zowel machines als het productie- en operationele proces is cruciaal voor het behalen van bedrijfsresultaten en komt de competitiviteit ten goede. Door de productieomgeving te automatiseren en relevante data te verzamelen uit systemen, krijgt de klant tools in handen om productie en operationele processen doordacht (bij) te sturen en duurzaam een stevige concurrentiepositie uit te bouwen.

Onze meerwaarde bestaat niet enkel uit kennis en expertise, maar ook uit partnerships. Samen met de klant realiseren we effectieve oplossingen die we als partners onderhouden en optimaliseren. Ben jij gebeten door automatisering? Gepassioneerd door robotica, elektronica of software? Heb je zin om aan de slag te gaan met allerhande systemen van verschillende leveranciers? Wil jij ons helpen inzicht te creâren in het productieproces van onze klanten? Jouw werk tot leven zien komen en dat in tal van sectoren, in binnen- en buitenland?
Dan bouwen we met jou samen graag aan de fabriek van de toekomst!?";FALSE;FALSE;TRUE;TRUE
Refleqt;wim.vervust@refleqt.be;Wim Vervust;Veldkantˇ33A;2550;Kontich;0494 51 64 49;165;Refleqt is een bedrijf dat zich profileert als een continuous delivery expert, met sterke nadruk op automated quality. Samen met de klant werken ze een custom testing approach uit en/of pakken ze uitdagingen in het huidige test proces aan. Hierdoor verhoogt de kwaliteit, versnelt de time-to-market en wordt de kans op productie errors verminderd, met kosten verlaging als gevolg. Hun focus ligt op technische complexe omgevingen waarbij gestreefd wordt naar oplossingen van hoge kwaliteit en betrouwbaarheid. Refleqt is een groep zeer gemotiveerde QA Engineers who are willing to get the job done!;FALSE;TRUE;FALSE;TRUE
Rhenus Logistics nv;tilde.coppin@be.rhenus.com;Tilde Coppin;Noordesingelˇ21;2140;Antwerpen;03 224 58 55;166;Rhenus Logistics in Antwerpen maakt deel uit van de internationale Duitse Rhenus Group met in haar logistieke tak ca. 28.000 werknemers op 580 locaties wereldwijd en een omzet van 4,8 miljard euro. De groep is 100% in familiale handen en kenmerkt zich door haar focus op groei, duurzaamheid en ondernemerschap. De Belgische vestigingen zijn gespecialiseerd in lange-termijn logistieke partnerships met industriâle bedrijven en werken voor hun klanten met alle mogelijke transportmodi.;TRUE;FALSE;FALSE;FALSE
Robert Half Technology;antwerp-tech@roberthalf.net;Greet Van den Heuvel;Jan Van Gentstraat ˇ1 bus 301;2000;Antwerpen;03 241 14 78;65;Robert Half Technology is een gespecialiseerd wervings- en selectiekantoor voor IT'ers. Wij maken deel uit van de Robert Half groep, wereldwijd marktleider in gespecialiseerde rekrutering. Wij kunnen je selectief en proactief de juiste IT vacatures voorstellen. Daarenboven begeleiden we je in je  zoektocht door je te adviseren op het vlak van salaris, arbeidsmarkt, cv-tips, etc;FALSE;FALSE;FALSE;TRUE
Roche Diagnostics Belgium NV;sabrina.kolebacki@roche.com;Sabrina Kolebacki;Schaarbeeklei 198;1800;Vilvoorde;02 247 46 33;167;"Roche Diagnostics Belgium levert een belangrijke bijdrage op het vlak van toegankelijkheid, kwaliteit en betaalbaarheid van de Belgische gezondheidszorg.
Roche Diagnostics Belgium wil de efficiântie van het zorgproces verhogen door de waarde van de diagnostiek aan te tonen aan alle betrokken partijen.
Deze waarde wordt gecreâerd door het leveren van producten en diensten die een significante impact hebben op de gezondheid van mensen door detectie, tijdige diagnose, prognose en opvolging van de juiste behandeling.";FALSE;FALSE;TRUE;TRUE
